story,subject,roi,r,p,lag,mean_r_shuffled,std_r_shuffled,z_score,TR,duration,onset
notthefallintact,sub-324,"Supramarginal Gyrus, posterior division",-0.3249,0.0,6,0.0025,0.076,-4.3087,1.5,547.0,29.5
notthefallintact,sub-324,Frontal Pole,0.6008,0.0,6,0.0031,0.0843,7.0878,1.5,547.0,29.5
notthefallintact,sub-324,"Temporal Fusiform Cortex, anterior division",0.7017,0.0,6,-0.0032,0.0717,9.8346,1.5,547.0,29.5
notthefallintact,sub-324,"Temporal Fusiform Cortex, posterior division",0.46,0.0,6,0.0031,0.0909,5.0262,1.5,547.0,29.5
notthefallintact,sub-324,"Parahippocampal Gyrus, anterior division",0.5395,0.0,6,0.0008,0.0886,6.0795,1.5,547.0,29.5
notthefallintact,sub-324,"Parahippocampal Gyrus, posterior division",0.3273,0.0,0,-0.002,0.0833,3.9535,1.5,547.0,29.5
notthefallintact,sub-324,"Cingulate Gyrus, anterior division",0.4068,0.0,0,-0.0016,0.0854,4.7842,1.5,547.0,29.5
notthefallintact,sub-324,"Cingulate Gyrus, posterior division",-0.1047,0.0477,6,-0.0015,0.0807,-1.2793,1.5,547.0,29.5
notthefallintact,sub-325,"Superior Temporal Gyrus, anterior division",-0.1415,0.0073,6,0.0001,0.0859,-1.6491,1.5,547.0,29.5
notthefallintact,sub-325,"Superior Temporal Gyrus, posterior division",-0.3188,0.0,6,0.0013,0.0714,-4.4826,1.5,547.0,29.5
notthefallintact,sub-325,"Middle Temporal Gyrus, anterior division",-0.346,0.0,6,-0.0024,0.0729,-4.711,1.5,547.0,29.5
notthefallintact,sub-325,"Middle Temporal Gyrus, posterior division",0.0976,0.063,0,-0.0029,0.0797,1.2607,1.5,547.0,29.5
notthefallintact,sub-325,"Inferior Frontal Gyrus, pars triangularis",-0.0564,0.2872,6,-0.001,0.0783,-0.7081,1.5,547.0,29.5
notthefallintact,sub-325,"Inferior Frontal Gyrus, pars opercularis",0.3081,0.0,0,0.002,0.0671,4.5625,1.5,547.0,29.5
notthefallintact,sub-325,Angular Gyrus,0.4219,0.0,0,0.0009,0.0636,6.6178,1.5,547.0,29.5
notthefallintact,sub-325,"Supramarginal Gyrus, anterior division",0.3728,0.0,0,0.0003,0.0649,5.7419,1.5,547.0,29.5
notthefallintact,sub-325,"Supramarginal Gyrus, posterior division",0.3858,0.0,0,0.0015,0.0613,6.2715,1.5,547.0,29.5
notthefallintact,sub-325,Frontal Pole,-0.3566,0.0,6,-0.001,0.0773,-4.6009,1.5,547.0,29.5
notthefallintact,sub-325,"Temporal Fusiform Cortex, anterior division",-0.0842,0.1116,6,0.0029,0.0909,-0.9584,1.5,547.0,29.5
notthefallintact,sub-325,"Temporal Fusiform Cortex, posterior division",0.3947,0.0,0,-0.0016,0.0761,5.2095,1.5,547.0,29.5
notthefallintact,sub-325,"Parahippocampal Gyrus, anterior division",-0.085,0.1085,6,0.0023,0.0936,-0.9328,1.5,547.0,29.5
notthefallintact,sub-325,"Parahippocampal Gyrus, posterior division",0.2837,0.0,0,-0.0062,0.0758,3.8225,1.5,547.0,29.5
notthefallintact,sub-325,"Cingulate Gyrus, anterior division",0.2936,0.0,0,-0.003,0.0769,3.8577,1.5,547.0,29.5
notthefallintact,sub-325,"Cingulate Gyrus, posterior division",0.3799,0.0,0,-0.0006,0.0681,5.591,1.5,547.0,29.5
notthefallintact,sub-326,"Superior Temporal Gyrus, anterior division",0.4334,0.0,0,0.0033,0.0662,6.4981,1.5,547.0,29.5
notthefallintact,sub-326,"Superior Temporal Gyrus, posterior division",0.307,0.0,3,-0.0018,0.0818,3.7761,1.5,547.0,29.5
notthefallintact,sub-326,"Middle Temporal Gyrus, anterior division",0.395,0.0,0,0.0007,0.0702,5.617,1.5,547.0,29.5
notthefallintact,sub-326,"Middle Temporal Gyrus, posterior division",0.4612,0.0,0,0.0003,0.0611,7.5493,1.5,547.0,29.5
notthefallintact,sub-326,"Inferior Frontal Gyrus, pars triangularis",0.3781,0.0,0,0.0023,0.0731,5.1383,1.5,547.0,29.5
notthefallintact,sub-326,"Inferior Frontal Gyrus, pars opercularis",0.4365,0.0,0,0.0025,0.0739,5.8706,1.5,547.0,29.5
notthefallintact,sub-326,Angular Gyrus,0.4841,0.0,0,0.0007,0.0605,7.9874,1.5,547.0,29.5
notthefallintact,sub-326,"Supramarginal Gyrus, anterior division",0.4645,0.0,0,0.0013,0.0632,7.3284,1.5,547.0,29.5
notthefallintact,sub-326,"Supramarginal Gyrus, posterior division",0.5066,0.0,0,0.002,0.0606,8.3321,1.5,547.0,29.5
notthefallintact,sub-326,Frontal Pole,0.3707,0.0,0,0.0016,0.0687,5.3692,1.5,547.0,29.5
notthefallintact,sub-326,"Temporal Fusiform Cortex, anterior division",0.1649,0.0016,0,0.0034,0.0856,1.8875,1.5,547.0,29.5
notthefallintact,sub-326,"Temporal Fusiform Cortex, posterior division",0.3728,0.0,0,-0.0011,0.066,5.6681,1.5,547.0,29.5
notthefallintact,sub-326,"Parahippocampal Gyrus, anterior division",0.1346,0.0108,6,0.0001,0.0878,1.5332,1.5,547.0,29.5
notthefallintact,sub-326,"Parahippocampal Gyrus, posterior division",0.3549,0.0,0,-0.0031,0.0645,5.5496,1.5,547.0,29.5
notthefallintact,sub-326,"Cingulate Gyrus, anterior division",0.3851,0.0,0,-0.0016,0.063,6.137,1.5,547.0,29.5
notthefallintact,sub-326,"Cingulate Gyrus, posterior division",0.3819,0.0,0,-0.0013,0.0613,6.2468,1.5,547.0,29.5
